,Unnamed: 0,tweets,clean_text,Sentiment
4224,295,8 bad health habits that make you age faster: http://bit.ly/TkpNOw,bad health habits make age faster,NEUTRAL
4225,296,Life With Multiple Sclerosis: A Post-Holidays Check in - How's Your #MS Today? http://bit.ly/13vXyDd,life with multiple sclerosis post holidays check how your today,NEUTRAL
4226,297,"#Ozone, Air #Pollution Linked to #Cardiac Arrest http://bit.ly/WQp0JQ",air linked arrest,NEUTRAL
4227,298,#WeightSurgery Reverses Heart Damage in Some Teens http://bit.ly/VilIQp,reverses heart damage some teens,NEGATIVE
4228,299,Relationships (even w/ those we adore) are hard work! How to honor the imperfections in the ones we love: http://bit.ly/A3zxlB,relationships even adore hard work how honor imperfections ones love,POSITIVE
4229,300,Having a no good terrible bad day? Eat this: http://bit.ly/yoJh7c,having good terrible bad day eat,MIXED
4230,301,Diet secrets that just don't work: http://bit.ly/ytLAdX,diet secrets work,NEUTRAL
4231,302,"Need an afternoon snack? Here, 9 reasons to grab this sweet treat: http://bit.ly/GGFvSs",need afternoon snack here reasons grab sweet treat,NEUTRAL
4232,303,#Depression After Stroke May Boost Death Risk http://bit.ly/XytL8K,after stroke may boost death risk,NEUTRAL
4233,304,Low birth weight-asthma link debunked: http://bit.ly/W8zcd0,low birth weight asthma link debunked,NEUTRAL
4234,305,Common Heart Drug Might Improve #LungCancer Survival http://bit.ly/VhfsXk,common heart drug might improve survival,NEUTRAL
4235,306,Miss our #13for13 chat - Take Charge of Your Health in 2013? Watch a video of the conversation here! http://bit.ly/XVx6ij,miss chat take charge your health watch video conversation,NEUTRAL
4236,307,Sleep apnea may boost stroke risk: http://bit.ly/JpSxCG,sleep apnea may boost stroke risk,NEUTRAL
4237,308,What to do when he doesn't want to wear a condom: http://bit.ly/wfZaXV,what want wear condom,NEUTRAL
4238,309,The best meat-free protein sources: http://bit.ly/FPRzvR,the best meat free protein sources,POSITIVE
4239,310,Quick ways to speed up #weightloss: http://bit.ly/GH5RNm,quick ways speed,POSITIVE
4240,311,The surprising warning signs of mental illness in children http://trib.al/3XqqeM,the surprising warning signs mental illness children,MIXED
4241,312,10 reasons to perk up your day with green tea: http://trib.al/E0O0bt What's your fave blend?,reasons perk day green tea what blend,NEUTRAL
4242,313,"Ginger, olive oil and more foods that help fight pain: http://bit.ly/H8gbnd",ginger olive oil foods help fight pain,NEUTRAL
4243,314,What your waist size has to do with falling in love http://bit.ly/yKGhJq,what waist size falling love,POSITIVE
4244,315,"White rice, canned fruit, and 8 more of the worst processed foods: http://trib.al/jvBuHC",white rice canned fruit worst processed foods,NEGATIVE
4245,316,"According to older parents, the best age to have your first baby: http://bit.ly/GHuKZ8",according older parents best age first baby,NEUTRAL
4246,317,What's a healthy weight for your age? http://bit.ly/GEA0Pj,what healthy weight age,NEUTRAL
4247,318,What matters more for weight loss: How much you eat -- or what you eat? http://bit.ly/InrY2M,what matters weight loss how much eat eat,NEUTRAL
4248,319,"Swap rice for quinoa, celery for red bell pepper. More smart switches to make to boost your health: http://trib.al/hu9cyY",swap rice quinoa celery red bell pepper more smart switches make boost health,NEUTRAL
4249,320,"Going gluten-free seems to be all the rage these days, but will it really make you healthier? We answer: http://bit.ly/InFrW8",going gluten free seems rage days really make healthier we answer,POSITIVE
4250,321,"When courting a lady, male peacocks flash their feathers. Male humans, however, flash this: http://trib.al/O5PX6v",when courting lady male peacocks flash feathers male humans however flash,NEUTRAL
4251,322,Could these two words help you resist temptation? http://bit.ly/GHmr6u,could two words help resist temptation,NEUTRAL
4252,323,It's more than a sweet tooth! More research confirms that you CAN be addicted to sugar. Here's how to quit: http://trib.al/zzOUf1,it sweet tooth more research confirms can addicted sugar here quit,MIXED
4253,324,Climate Change May Bring Another #Mosquito-Borne Illness to U.S. http://bit.ly/Wo6Hqy,climate change may bring another borne illness,NEUTRAL
4254,325,The surprising warning signs of mental illness in children http://bit.ly/St50dR,the surprising warning signs mental illness children,MIXED
4255,326,The weight-loss approach that really works: http://bit.ly/TeQMLm,the weight loss approach really works,POSITIVE
4256,327,This is your brain on ecstasy: http://bit.ly/y5eL1Z,this brain ecstasy,NEGATIVE
4257,328,10 emotional issues that impact his sexual response: http://bit.ly/YdBwi8 #ED #menshealth,emotional issues impact sexual response,NEUTRAL
4258,329,Should you try P90X? http://bit.ly/OeODQ4,should try px,NEUTRAL
4259,330,"If you've ever walked into a room &amp; asked yourself, Why did I come in here?"" read this: http://bit.ly/SHI0b8""",if ever walked room amp asked why come read,NEUTRAL
4260,331,Soda drinkers listen up! Here are 7 reasons why you should kick the soda habit: http://trib.al/ZRemEF,soda drinkers listen here reasons kick soda habit,NEUTRAL
4261,332,New oral meds for #Hepatitis C? http://bit.ly/UmaLrp,new oral meds,NEUTRAL
4262,333,Need another reason to quit smoking? Doing so can half your risk of oral health problems: http://bit.ly/JpSs1S,need another reason quit smoking doing half risk oral health problems,NEUTRAL
4263,334,Everyday Health Daily Digest is out! http://paper.li/EverydayHealth/1340975022,everyday health daily digest,NEUTRAL
4264,335,How Old Is Your Heart? Join us for a #HealthTalk on Weds Feb 20 @ 1 pm ET for tips on heart-healthy livinghttp://ow.ly/hLqez,how old is your heart join us weds feb pm et tips heart healthy livinghttp ow ly hlqez,NEUTRAL
4265,336,"For Texas Man, #BariatricSurgery Led to a Diabetes-Free Life http://bit.ly/VobtFM",for texas man led diabetes free life,NEUTRAL
4266,337,Does drinking apple-cider vinegar really help you burn fat? http://bit.ly/TeQOD5,does drinking apple cider vinegar really help burn fat,POSITIVE
4267,338,9 eating habits that pack on the pounds: http://bit.ly/Riwmjt,eating habits pack pounds,NEUTRAL
4268,339,Your dog may be able to read you more than you think http://bit.ly/NNrx2T,your dog may able read think,NEUTRAL
4269,340,Why your BMI isn't all it's cracked up to be: http://trib.al/P7Wq6x,why bmi cracked,NEGATIVE
4270,341,Your dog may be able to read you more than you think http://trib.al/KfBbUR,your dog may able read think,NEUTRAL
4271,342,7 moves to sculpt the perfect tush: http://bit.ly/Hb4bPO,moves sculpt perfect tush,POSITIVE
4272,343,10 ways to cut 100 calories TODAY http://bit.ly/Sv0neR,ways cut calories today,NEUTRAL
4273,344,The best foods to boost low blood sugar http://bit.ly/wAzxSK,the best foods boost low blood sugar,POSITIVE
4274,345,Is your child's school district considering a recess cut? Why docs say no: http://bit.ly/WkOZUS,is child school district considering recess cut why docs say,NEUTRAL
4275,346,Why perfectly healthy people can have heart attacks: http://bit.ly/yNwdcv,why perfectly healthy people heart attacks,MIXED
4276,347,9 eating habits that pack on the pounds: http://trib.al/2Jt8uC,eating habits pack pounds,NEUTRAL
4277,348,"Think you cut back on salt? Think again! Your diet's top 10 sodium sources, revealed: http://trib.al/7uq3GL",think cut back salt think your diet top sodium sources revealed,NEUTRAL
4278,349,Eat a lot of white rice? Your risk for this may be increasing: http://bit.ly/FPN9oP,eat lot white rice your risk may increasing,NEUTRAL
4279,350,A new breath test for tuberculosis may be on the way: http://bit.ly/XX32ql,new breath test tuberculosis may way,NEUTRAL
4280,351,Get a dose of vitamin D with fish! More life-enhancing reasons to go fish: http://trib.al/G15l0r,get dose vitamin fish more life enhancing reasons go fish,NEUTRAL
4281,352,"Healthy snack alert! Don't forget to eat your fruits, veggies and THIS: http://bit.ly/GXcUWO",healthy snack alert don forget eat fruits veggies this,NEUTRAL
4282,353,The FDA has approved a novel type of flu vaccine that is easier to produce quickly and in large quantities #flu: http://bit.ly/USFuwC,the fda approved novel type flu vaccine easier produce quickly large quantities,POSITIVE
4283,354,Popularity of 'Walk-In' Retail Health Clinics Growing http://bit.ly/WJtKMW,popularity walk in retail health clinics growing,NEUTRAL
4284,355,Why many people don't realize they have #bipolar disorder: http://bit.ly/GI5LoL,why many people realize disorder,NEGATIVE
4285,356,Need some weight loss-spiration? Jennifer Hudson shares her top tips to drop the lbs: http://bit.ly/Aq30XT,need weight loss spiration jennifer hudson shares top tips drop lbs,NEUTRAL
4286,357,Retired #NFL players risk brain deficits http://bit.ly/VQcplC,retired players risk brain deficits,NEUTRAL
4287,358,.@JillianMichaels five simple junk food rules: http://bit.ly/zpPHB9,five simple junk food rules,NEUTRAL
4288,359,The link between pain and depression: http://bit.ly/HjtW3p,the link pain depression,NEGATIVE
4289,360,10 foods that boost your skin AND slim your waistline: http://bit.ly/Sv10Vx,foods boost skin and slim waistline,POSITIVE
4290,361,Are your weight loss goals reasonable? http://trib.al/VyZuh4,are weight loss goals reasonable,POSITIVE
4291,362,Jillian Michaels shares the 5 different types of massage in this funny episode of Daily Dose http://bit.ly/ULP4Qd,jillian michaels shares different types massage funny episode daily dose,NEUTRAL
4292,363,Watching your carbs and sugar? Try these 8 low-carb-friendly veggies: http://trib.al/yjuERY,watching carbs sugar try low carb friendly veggies,NEUTRAL
4293,364,How to adopt a low-carb lifestyle for years to come: http://bit.ly/H6vvyd,how adopt low carb lifestyle years come,NEUTRAL
4294,365,It's all in the muscles of the face! How to be a human lie detector: http://bit.ly/HTuc7v,it muscles face how human lie detector,NEUTRAL
4295,366,"You aren't eating any of these cereals for breakfast, are ya? http://trib.al/0fmbnj",you eating cereals breakfast ya,NEUTRAL
4296,367,10 foods that boost your skin AND slim your waistline: http://bit.ly/NNrsfC,foods boost skin and slim waistline,POSITIVE
4297,368,Do you want to pursue a career in personal fitness training? @JillianMichaels has the insight to get you started.http://bit.ly/PUeNIN,do want pursue career personal fitness training insight get started,NEUTRAL
4298,369,"Weight training boosts metabolism, helps regulate blood sugar and more: http://trib.al/4eZlmR",weight training boosts metabolism helps regulate blood sugar,NEUTRAL
4299,370,6 foods that can change your life: http://bit.ly/Hb48Du,foods change life,NEUTRAL
4300,371,"Sick of cycling, tired of the treadmill? Try these fun fitness swaps to up your calorie burn! http://trib.al/UGs0yq",sick cycling tired treadmill try fun fitness swaps calorie burn,MIXED
4301,372,"Tamiflu, Flu vaccine can be hard to find in some areas #flu: http://bit.ly/13Eaw0J",tamiflu flu vaccine hard find areas,NEUTRAL
4302,373,The real secret to a healthy complexion? Eating more of these: http://bit.ly/HWQm6s,the real secret healthy complexion eating,POSITIVE
4303,374,Can caffeine help you lose weight? We investigate: http://bit.ly/SHI0Ij,can caffeine help lose weight we investigate,NEUTRAL
4304,375,Do diets with a cheat day really work? http://trib.al/1mW7UU,do diets cheat day really work,MIXED
4305,376,Is there a healthy way to make fried chicken? @LaurasKitchen @EatcleanerFood cut the calories while keeping the crisp: http://bit.ly/I5zICy,is healthy way make fried chicken cut calories keeping crisp,POSITIVE
4306,377,"Sexual dysfunction can take many forms, but shouldn't prevent a #healthy sex life: http://bit.ly/XLI0bM",sexual dysfunction take many forms prevent sex life,NEUTRAL
4307,378,Fungal Meningitis Outbreak Now in Five States. Protect yourself and your family: http://bit.ly/Ri4QTd,fungal meningitis outbreak now five states protect family,NEUTRAL
4308,379,Self-centered? Why your narcissism is bad for your health! http://trib.al/NEdwsy,self centered why narcissism bad health,NEGATIVE
4309,380,10 foods that boost your skin AND slim your waistline: http://bit.ly/T2lnvm,foods boost skin and slim waistline,POSITIVE
4310,381,4 workouts that make sex better (and one that makes it worse) http://bit.ly/SBBMd5,workouts make sex better one makes worse,MIXED
4311,382,Prepare for the late-night munchies with these tips to fend off cravings: http://bit.ly/ITTuAI,prepare late night munchies tips fend cravings,NEUTRAL
4312,383,Everyday Health Daily Digest is out! http://paper.li/EverydayHealth/1340975022,everyday health daily digest,NEUTRAL
4313,384,A delicious and dairy-free cupcake recipe: http://bit.ly/O2DQrl,delicious dairy free cupcake recipe,POSITIVE
4314,385,"More people have #diabetes, but they're getting better at controlling it: http://bit.ly/11Lsi54",more people getting better controlling,MIXED
4315,386,What's in a name? Apparently your next promotion: http://bit.ly/Ak087C,what name apparently next promotion,NEUTRAL
4316,387,Need some weight loss-spiration? Jennifer Hudson shares her top tips to drop the lbs: http://bit.ly/TkpRh8,need weight loss spiration jennifer hudson shares top tips drop lbs,NEUTRAL
4317,388,"Get fat, don't get fat! The best healthy fat foods: http://trib.al/BUyS5o",get fat get fat the best healthy fat foods,POSITIVE
4318,389,The worst snacks for your health: http://bit.ly/GDJUjw,the worst snacks health,NEGATIVE
4319,390,A delicious and healthy chili recipe: http://bit.ly/NNrsfw,delicious healthy chili recipe,POSITIVE
4320,391,What do your #shoes say about your personality? RT this if you've judged someone based on their footwear. http://trib.al/qh2PJi,what say personality judged someone based footwear,NEUTRAL
4321,392,Have a sensitive stomach? Try one of these comfort foods: http://trib.al/FUbq1g,have sensitive stomach try one comfort foods,MIXED
